# listOfpdbName  # highestOverlapPosition  # highestOverlapValue  # highestCollectivityPosition  # highestCollectivityValue  # highestCorrelationPosition  # highestCorrelationValue
1GCQ_r_u         58                        0.373400317954825      4                              0.990384748920906           32                            0.832824167717684
1GL1_l_u         7                         0.467274993307214      3                              0.934963232174656           9                             0.529066600270035
1GLA_r_u         11                        0.252510784260546      5                              0.907657283832118           11                            0.597197350283442
1GP2_r_u         7                         0.311572419730573      3                              0.932251342910582           75                            0.465577096068410
1GRN_r_u         8                         0.414878142836856      4                              0.863491512065770           15                            0.641409606689538
1GXD_l_u         6                         0.449315074403967      0                              0.903340213314512           10                            0.631797147722494
1GXD_r_u         7                         0.667698956072373      2                              0.867769497578251           3                             0.600818661180999
1H1V_l_u         9                         0.290222046143845      5                              0.935076827926614           5                             0.671306691444679
1H9D_l_u         46                        0.239361800637280      3                              0.948254598258407           81                            0.517248550725106
1H9D_r_u         6                         0.365914346906373      2                              0.882615491012333           15                            0.480472516619880
1HIA_l_u         6                         0.449905792272875      1                              0.965562817359046           40                            0.400336889610684
1I2M_r_u         18                        0.220081912944247      2                              0.917278855211809           14                            0.496320621046821
1I4D_l_u         16                        0.243116621809212      0                              0.917743748253202           32                            0.507706981377712
1IB1_r_u         10                        0.434042378885969      3                              0.939754427648105           11                            0.596425292163813
1IBR_l_u         7                         0.773483302931194      5                              0.977440914610572           7                             0.824440427677455
1IBR_r_u         30                        0.333923661632948      1                              0.964113074808986           39                            0.650297942110265
1IJK_r_u         6                         0.464654910022848      5                              0.980039877545679           26                            0.592156852462557
1IRA_r_u         13                        0.327627249645957      5                              0.927187897818373           1                             0.526953847500741
1JIW_r_u         14                        0.339008379419089      3                              0.967227576323157           32                            0.842103896197698
1JK9_r_u         7                         0.647873794870637      3                              0.986713998530708           2                             0.467902119057941
1JMO_r_u         9                         0.420679782124746      2                              0.822936178025216           45                            0.661029552038309
1JWH_l_u         6                         0.295573190922473      2                              0.954925660362502           32                            0.576055938844390
1JWH_r_u         10                        0.294794882444588      4                              0.858844303040459           13                            0.670562846496005
1JZD_l_u         19                        0.353664612649098      3                              0.917510007315890           9                             0.765091999333934
1JZD_r_u         6                         0.666193403764420      2                              0.972413629038825           4                             0.577637412513987
1K5D_r_u         7                         0.474932634384736      2                              0.939882633912088           76                            0.473630722356366
1KKL_r_u         8                         0.599545042635732      0                              0.972900989503726           8                             0.637792621868429
1LFD_l_u         11                        0.303428915029208      2                              0.953661872672300           29                            0.605550891367936
1M10_l_u         7                         0.385708855409529      1                              0.995530917958405           72                            0.665231866743247
1ML0_l_u         10                        0.451663924175761      2                              0.956029737076118           14                            0.858591612493412
1N2C_l_u         7                         0.801716091780182      5                              0.948979947118203           7                             0.765264269214968
1NW9_r_u         7                         0.514831017746803      0                              0.836597348494055           8                             0.757633932931164
1OC0_l_u         31                        0.248789655430783      106                            0.828777540246542           59                            0.352218667075128
1OFU_l_u         19                        0.244913031632645      0                              0.920034801176725           145                           0.567268219503851
1OPH_r_u         6                         0.389866635645403      2                              0.798068842638076           90                            0.615471255729358
1PXV_r_u         12                        0.266882656062569      5                              0.909250965894289           40                            0.673533331182569
1R6Q_l_u         6                         0.829412750013190      2                              0.967504084423657           6                             0.896313733685770
1R6Q_r_u         166                       0.248391542015295      1                              0.960818439176195           65                            0.482890317849757
1R8S_l_u         13                        0.520263860711776      3                              0.979858299826642           42                            0.579027364654733
1R8S_r_u         11                        0.307541634297689      5                              0.928339664339352           118                           0.590737077301011
1RV6_l_u         7                         0.308988536898358      4                              0.864539957099467           17                            0.392804821852633
1SYX_r_u         24                        0.288811923942067      3                              0.959040040216342           7                             0.692744109599373
1WDW_l_u         17                        0.311375267165522      4                              0.887475124140367           0                             0.519374719824059
1WDW_r_u         6                         0.529654059823331      5                              0.852178043361860           0                             0.559332202173625
1WQ1_l_u         32                        0.156136931263551      3                              0.930242801897006           3                             0.551373039448941
1XD3_r_u         7                         0.239223087402979      4                              0.944255039325452           174                           0.461040000785471
1XQS_r_u         7                         0.735313720002349      1                              0.945869967881686           7                             0.604497171670272
1Y64_l_u         23                        0.226287608275636      0                              0.865894352037038           53                            0.611978269244592
1Y64_r_u         6                         0.629254106563180      4                              0.868450660199000           7                             0.828455262730239
1Z0K_l_u         69                        0.312831210607473      0                              0.945609983924568           12                            0.925756877901333
1Z5Y_l_u         27                        0.302651237854010      5                              0.861897634753074           14                            0.704860679313273
1ZLI_l_u         6                         0.581889395271132      3                              0.840983536625129           32                            0.526882306444157
1ZLI_r_u         15                        0.388898359007958      2                              0.995618936492031           7                             0.530493692363004
1ZM4_r_u         7                         0.598001412489407      0                              0.856606075064453           7                             0.756224589862484
2A9K_r_u         8                         0.313742995727871      0                              0.969560433923689           44                            0.610911861985249
2ABZ_l_u         6                         0.329611084622622      4                              0.866134403874677           3                             0.457942519627753
2AYO_l_u         6                         0.455710864037964      1                              0.994583958010336           6                             0.750527543711301
2AYO_r_u         28                        0.312492372094186      1                              0.980665832698039           33                            0.611144975877550
2B4J_l_u         14                        0.200340512168962      5                              0.890326454240460           6                             0.334192937870439
2C0L_l_u         6                         0.245216225909934      5                              0.859742564356858           5                             0.571824609919308
2CFH_l_u         7                         0.520773949623890      1                              0.848748078456162           16                            0.699727597820088
2G77_l_u         13                        0.192394399488243      3                              0.881868209855625           30                            0.501196735069944
2H7V_l_u         13                        0.380224052108386      4                              0.946419501851268           13                            0.672624009513305
2HLE_l_u         15                        0.329300404683074      0                              0.967502011180788           15                            0.610634454548137
2HLE_r_u         7                         0.440199976642966      1                              0.930635350664129           13                            0.746598783194930
2HMI_r_u         6                         0.515731558546553      4                              0.928074013902663           8                             0.567766212536203
2HQS_r_u         7                         0.484474853248186      2                              0.865731663794912           21                            0.497013749315205
2HRK_r_u         14                        0.259475136638740      4                              0.986235224339470           78                            0.447317532102331
2I25_r_u         25                        0.228230014428449      2                              0.966596774673219           30                            0.623469450201081
2I9B_l_u         6                         0.638374492723107      2                              0.794238436243363           8                             0.786408342374827
2I9B_r_u         7                         0.582264278139508      1                              0.897383655989277           7                             0.600695579190583
2IDO_l_u         6                         0.383295281959996      2                              0.951126331005413           16                            0.631834428563600
2J0T_l_u         21                        0.221154385667454      4                              0.909730450522532           86                            0.543247460388982
2J7P_l_u         7                         0.656772009520929      5                              0.939743340309891           11                            0.605216287358680
2J7P_r_u         6                         0.604050550242373      0                              0.953306836724440           127                           0.442074290191218
2NZ8_l_u         11                        0.249919047749176      2                              0.928383296321142           2                             0.603658251815431
2NZ8_r_u         7                         0.572498825046631      5                              0.987203376392702           26                            0.560990360930494
2O3B_l_u         6                         0.477873058141026      4                              0.899936209058785           7                             0.556852331912596
2OOB_l_u         10                        0.310240483466864      2                              0.880091697228539           18                            0.618580314024985
2OOR_l_u         17                        0.236593016915288      4                              0.916817625546073           40                            0.448923626989150
2OT3_l_u         27                        0.346468788673692      4                              0.990972768864052           4                             0.630367168402687
2OZA_l_u         38                        0.264732202155909      2                              0.933286816054836           68                            0.498051725332076
2OZA_r_u         9                         0.356733734657907      2                              0.873736528568889           9                             0.499812512062781
2VIS_r_u         6                         0.907288370048521      2                              0.996925245726822           6                             0.866839695365477
2Z0E_l_u         13                        0.314585728226768      5                              0.924200172679064           3                             0.663119797551946
3CPH_l_u         10                        0.246023370625368      5                              0.953332135442099           10                            0.533150993088462
9QFW_l_u         9                         0.255230391735698      5                              0.958871280104765           17                            0.567772867772646
BOYV_l_u         7                         0.282799548923246      0                              0.855687844581622           15                            0.530779048581318
